Area_SqFt,Bedrooms,Bathrooms,Age_Years,Location_Rating,Garage_Cars,Price_USD
1849,2,3,24,2,2,730805
1122,5,3,28,2,0,527170
1121,2,4,1,9,0,690327
1382,3,3,1,1,2,242299
2920,3,2,28,6,0,352329
1535,2,1,20,3,0,234703
4073,3,1,8,5,0,62078
2830,3,4,1,8,1,530825
2288,5,3,26,7,2,214850
1087,4,3,25,4,0,738757
2450,5,4,10,8,2,522073
1445,1,1,12,2,0,727697
2771,5,2,7,7,2,304437
3632,2,3,12,5,0,328155
4297,4,4,17,6,1,439268
3437,2,2,5,3,1,397676
3061,1,4,14,7,1,291106
2603,4,4,34,7,0,106845
2348,3,4,17,2,2,211118
3843,5,1,1,1,0,590906
3959,2,1,15,2,1,394579
4106,1,4,19,8,0,484538
1285,3,3,5,3,2,579069
2760,5,2,19,4,1,487013
3535,3,3,5,8,0,468344
2769,5,1,12,3,2,224251
2167,4,2,19,6,1,258589
1845,3,4,12,2,2,314613
4302,3,3,12,3,2,702446
638,3,3,18,1,1,487289
3144,4,4,34,9,0,662302
1379,1,3,33,4,0,572584
1856,5,1,18,6,0,695838
3590,3,4,29,7,0,414109
4201,4,3,5,2,2,228435
2796,1,4,25,8,0,175503
4068,5,2,24,9,0,202769
3669,4,4,29,2,2,730782
3308,5,3,33,5,2,561188
4309,3,1,10,2,1,418021
2527,1,4,33,5,2,645145
901,4,4,23,7,1,530750
4031,1,3,11,6,1,656910
2885,3,1,24,4,0,454365
1246,1,1,24,2,0,607080
1262,1,2,7,7,0,207462
2883,2,2,21,9,2,225276
2359,1,3,20,1,2,583469
2850,5,1,10,3,0,489234
855,4,1,25,7,0,411727
1197,2,2,15,9,2,736831
1261,4,2,6,5,1,336407
834,4,3,2,7,1,382453
1968,3,1,12,7,0,137969
3181,3,4,4,4,0,444569
3507,2,2,23,5,0,726919
4468,3,3,13,2,1,64952
4452,3,1,17,8,0,383870
4137,3,1,31,1,1,362754
1369,4,2,16,2,2,146467
3188,2,3,26,3,2,193225
812,4,4,28,7,2,678735
1062,5,2,1,6,0,461235
3083,4,3,12,7,2,428971
882,5,1,20,5,1,157167
4233,1,4,2,4,1,356764
4278,1,3,15,7,1,178818
2086,5,4,22,3,0,185803
2030,5,3,32,7,0,501690
687,4,3,20,2,1,70623
1667,5,3,33,8,1,145504
1060,2,3,15,6,1,63809
2925,1,4,3,3,1,183690
4354,1,2,29,3,2,677195
3068,5,4,27,5,1,169502
2324,3,3,5,3,0,384640
1976,3,4,31,6,0,295614
3343,5,4,22,2,0,747099
1114,2,4,7,8,0,264396
1302,3,3,6,9,0,225910
2253,5,4,26,7,1,719494
2666,2,1,1,3,1,244492
622,2,3,19,4,2,351575
3060,4,4,7,2,2,311770
1653,2,1,12,9,2,260092
2430,3,4,20,5,1,633853
2755,3,2,23,2,2,510209
4038,5,4,25,6,1,511251
1904,5,4,30,7,0,562374
3799,2,2,29,2,1,369456
3900,1,3,31,1,1,170613
1734,4,2,18,7,0,546026
2783,1,3,19,1,0,736053
961,2,2,4,3,0,372202
3857,2,4,1,4,2,579824
4327,1,4,15,2,2,533754
4255,4,3,8,7,2,523647
2776,1,3,15,5,0,627612
2499,5,1,15,1,2,674975
1884,3,1,22,8,0,528671
1114,5,4,18,7,0,235259
1048,3,4,16,4,0,540679
2523,2,1,2,2,2,612435
3775,4,1,20,7,2,662202
2106,1,3,16,2,0,555245
1847,4,2,3,6,2,540297
2455,1,3,30,1,1,563078
1473,5,1,2,7,2,400737
4162,5,4,26,7,0,454576
3120,1,1,5,4,0,586336
3681,4,4,2,4,0,492236
2028,1,4,20,5,1,103935
2949,2,4,34,2,0,737842
2878,5,4,34,9,0,702172
2354,2,2,20,4,2,748333
1522,5,1,25,9,1,694270
3737,5,3,20,3,2,468401
3584,3,4,25,9,0,640173
2759,2,4,14,1,0,661303
1636,2,3,12,7,1,693796
2016,3,3,5,4,0,701988
3147,4,4,2,7,1,201964
3579,2,3,16,6,2,346075
3245,1,3,30,4,1,160175
2881,3,2,24,4,2,148478
3249,2,3,30,8,0,249892
913,4,1,11,7,2,113886
3213,2,1,14,4,2,442621
3683,5,1,23,6,2,548485
2856,1,4,16,6,1,553855
2597,3,1,21,1,2,550607
1637,5,2,4,2,1,265914
2256,4,1,33,4,1,295361
4089,5,4,14,6,1,125027
4108,5,2,19,6,0,61425
4048,4,1,5,1,0,192805
3691,5,2,31,8,0,648699
3234,3,2,18,2,1,378462
2378,2,4,31,5,0,548189
4406,5,4,30,4,2,283543
1614,3,2,21,5,1,168051
1693,2,1,30,5,0,160694
4495,2,4,4,8,1,282089
3882,5,2,5,7,0,413906
1724,3,3,10,9,2,519869
1297,5,3,27,1,1,682485
2779,4,4,16,6,0,493284
4294,2,1,30,6,0,727819
2004,5,3,13,2,2,164445
1755,2,3,21,8,2,538216
1643,3,3,15,6,0,485770
2529,1,1,20,9,0,166243
3183,5,1,20,5,1,654601
1613,5,4,5,7,1,268040
826,2,4,32,6,0,449430
3825,3,3,6,5,2,394737
2428,4,1,30,6,1,479727
4413,3,2,26,4,0,264118
2092,5,3,13,3,2,140729
1421,4,4,29,1,2,377377
2623,3,1,5,1,0,342155
1470,1,4,25,6,0,254035
3052,2,4,13,9,1,371044
2849,3,1,24,8,0,579805
2685,3,3,31,2,1,140085
3589,1,1,20,9,2,460176
2395,5,3,8,8,1,76583
787,2,4,9,9,0,714571
1680,3,1,21,4,1,275175
1540,4,2,20,9,2,336345
3691,3,3,15,2,2,261651
2920,2,2,26,1,0,572916
3790,3,3,11,9,1,624890
3230,1,1,11,8,0,505861
3163,3,2,27,7,0,160156
3892,3,1,30,8,2,371175
1125,4,3,19,1,1,510947
4186,1,3,34,9,0,88675
4399,1,3,23,9,2,449796
4412,3,3,1,9,0,717022
935,4,4,3,6,1,402414
3345,3,3,3,4,0,591877
1678,3,2,28,2,1,502580
3147,2,3,14,4,2,64655
3547,2,1,30,7,2,201869
3413,4,4,5,1,0,571023
3183,5,2,15,9,2,288538
761,2,4,14,3,0,590933
4341,5,4,14,4,0,439523
1193,1,4,8,5,1,369778
2538,2,1,8,3,0,212504
2806,2,4,19,4,1,535610
3859,4,4,32,5,0,526985
659,5,3,31,1,1,621048
3562,2,1,29,9,2,612521
4488,2,2,11,4,0,490807
3990,4,2,13,9,1,258876
2501,4,2,27,4,0,372235
2858,5,1,19,1,1,195510
1005,1,2,26,5,1,426746
1263,1,1,9,9,0,407049
1732,3,3,28,3,0,236968
1699,2,3,32,5,2,414283
1141,5,1,3,3,2,595607
1937,2,2,32,3,2,425437
1597,5,1,5,1,0,459244
1740,5,1,8,2,2,583973
3574,5,4,14,2,1,696218
1467,2,1,3,9,0,694917
4375,4,4,24,7,1,85940
2666,2,3,13,8,1,314802
1031,5,4,29,2,1,373795
4356,3,1,8,9,0,313380
1339,1,3,31,3,0,80688
1973,5,4,26,2,2,598760
782,3,1,18,1,2,140436
2760,4,3,18,9,2,619959
1806,5,4,7,8,2,251881
3128,3,1,16,4,1,395443
1769,5,1,33,7,0,333104
1430,2,2,3,3,2,267692
2251,3,2,4,3,1,708406
1736,2,4,4,4,0,455290
3410,2,4,9,2,0,264433
1075,3,4,17,4,0,356977
3410,1,1,17,3,1,95976
1926,3,4,33,8,2,298470
1570,1,1,20,2,0,566830
4496,5,4,14,9,1,167549
1619,5,1,22,3,0,190120
1741,3,1,27,4,1,125658
2436,5,2,3,3,2,634396
760,4,3,24,3,2,212552
3048,2,1,30,8,0,372282
797,2,4,8,8,2,69443
1883,1,2,22,6,2,716350
1259,5,4,25,4,1,578416
2375,1,4,10,1,1,313685
1670,2,1,29,4,0,524308
2610,2,1,1,8,1,383480
998,5,3,21,6,2,312585
2333,4,1,24,2,1,351241
2182,4,1,9,3,2,472402
2725,5,3,26,7,0,373500
2771,5,4,9,4,2,148015
674,1,3,20,4,1,284086
2784,5,3,9,5,1,466138
1201,4,3,22,8,1,283687
4071,5,2,1,7,1,746126
1436,1,4,5,9,0,210859
2128,1,2,9,5,2,398063
1099,1,2,19,1,1,637322
2196,1,1,8,4,2,681719
737,3,3,32,6,0,456423
2697,5,3,13,6,2,350378
2394,2,2,20,9,1,614856
1572,5,1,30,5,2,652921
2242,3,1,10,5,1,169582
4296,1,1,31,6,1,701922
2485,3,4,25,6,0,422072
2901,4,2,29,3,0,529901
4301,4,4,24,6,2,251703
2628,5,1,21,8,2,176170
3357,5,1,9,6,1,76642
2500,2,1,2,5,1,663464
3210,2,3,4,3,1,142373
3404,4,2,8,1,1,331134
2049,1,3,32,5,0,64170
1146,3,4,14,6,1,215889
3973,2,3,13,6,0,717072
1521,2,2,21,6,2,313186
1180,1,3,24,3,2,463689
1972,1,1,18,4,0,407175
2556,5,4,26,3,1,81625
2603,3,4,32,2,2,204833
2696,1,1,33,8,0,684408
3564,2,1,31,7,2,239718
3745,2,1,18,8,1,305851
1303,4,2,12,6,0,620488
2908,1,3,25,7,2,239322
3003,5,4,31,1,1,406448
4253,3,3,10,5,0,358591
2225,5,1,34,4,0,744544
3931,2,1,3,3,0,502970
1237,5,3,8,2,0,470027
3390,2,4,32,9,2,217667
3966,2,2,29,8,0,675856
1609,2,3,22,2,0,688855
3578,2,1,20,6,0,570338
1240,2,1,6,3,0,167136
3439,4,2,29,3,0,286401
3984,5,3,17,5,1,252421
3259,4,2,31,7,2,676630
2461,4,2,34,7,1,148760
3456,1,4,4,1,2,547988
1805,1,4,2,7,0,194883
1285,1,1,12,7,2,745728
2451,3,3,6,6,0,461853
4035,1,4,8,6,0,631274
787,5,1,21,2,1,482087
4240,4,3,15,3,1,567405
4214,5,1,7,3,1,511549
2219,1,4,15,3,2,115508
2287,3,1,6,2,2,323545
1584,3,3,17,9,1,725364
1147,4,3,4,6,1,289921
3372,5,1,22,2,0,226373
3573,2,3,32,3,2,546760
2031,5,1,22,6,0,196973
1475,1,3,27,4,2,441817
1217,2,1,15,7,1,710833
3061,3,1,22,6,2,642459
1965,4,1,28,6,2,332498
1843,4,2,9,3,0,290651
1502,3,3,34,8,1,643148
762,1,4,9,9,1,245392
2574,3,1,15,6,1,194595
3891,1,2,20,2,0,408847
869,2,4,8,1,0,487003
1231,3,1,28,3,0,608270
1505,1,4,19,3,2,323193
4071,2,2,16,8,2,335525
3853,3,4,11,5,0,575477
2614,4,1,8,1,0,308038
2241,3,4,33,4,1,632678
4400,5,4,10,7,2,334205
804,3,1,18,5,2,131241
1181,5,2,3,6,1,477230
2179,2,2,27,4,1,648823
1440,3,4,28,2,1,421153
2436,2,3,6,9,0,111576
1851,2,4,14,2,0,612435
2319,1,3,7,2,0,176622
2242,2,4,10,2,0,454961
3243,2,2,15,1,0,475364
2897,3,4,31,3,2,289155
1474,3,4,29,6,2,101929
2064,4,3,17,7,2,122637
4204,1,2,29,1,1,565494
2843,2,3,15,5,2,513207
1289,1,4,26,5,1,213084
2610,5,1,12,1,2,69525
4190,2,4,25,4,0,561829
3741,1,4,5,1,2,189228
3286,4,3,4,1,0,627636
2022,4,1,31,7,0,120447
2601,2,1,3,7,2,170709
1271,5,3,3,3,2,146030
4431,4,2,26,7,0,664154
3874,4,1,17,3,1,636114
1771,5,1,10,2,1,427952
2095,1,3,2,4,2,266355
4326,4,2,24,3,0,449893
1543,3,2,11,7,1,155822
2846,4,4,24,1,2,350172
2049,1,4,23,6,2,476656
4337,1,3,32,2,0,617175
3139,2,2,23,8,1,492153
1495,3,3,34,5,2,649333
2789,1,4,19,3,1,688424
1936,5,3,2,7,2,319797
764,3,3,2,2,2,530998
2961,3,1,15,5,1,87428
2668,5,1,21,8,1,192685
1705,4,1,5,1,0,657447
4252,5,4,27,1,0,161337
3802,5,3,24,3,0,513343
4270,4,1,7,3,0,374232
2353,4,1,6,7,1,262267
3631,4,1,33,6,0,236095
2952,4,4,17,7,1,613941
2538,4,4,30,4,2,530832
970,5,3,8,2,1,137512
2480,2,3,7,2,0,693410
1452,2,3,6,1,1,317496
983,1,1,4,9,1,600006
2531,2,2,1,7,1,659165
3092,2,4,15,3,1,638507
1024,5,1,31,2,1,435644
2808,4,1,25,3,0,245026
3849,4,3,33,7,1,610573
1228,5,3,5,5,0,374454
4379,2,1,5,3,2,446390
1494,5,4,17,9,1,694833
3137,1,4,14,2,2,506858
3664,4,1,29,7,0,715815
2974,3,2,8,6,1,657467
1197,1,2,34,6,2,711473
3662,1,4,1,7,0,744007
2936,5,3,29,6,2,151007
1192,2,2,29,2,1,261707
2287,4,2,5,5,1,204959
4244,3,3,32,3,1,103314
1172,1,2,24,9,0,239275
4025,3,1,19,8,2,60059
2675,2,2,12,2,0,465889
3601,2,3,1,1,2,508567
2690,3,1,7,4,0,148231
2304,4,2,17,4,1,524283
3070,2,4,34,2,2,259372
4269,3,1,7,7,2,443840
776,1,1,17,3,2,322141
1128,3,4,3,7,0,332865
2233,3,4,29,7,1,122722
1565,5,2,22,1,2,203960
2117,2,2,29,6,0,335677
797,4,3,5,4,2,212988
3257,4,3,30,8,1,121422
4248,5,1,23,8,2,503741
3489,4,4,21,3,1,456769
1452,3,4,26,4,0,429722
4188,5,3,21,1,0,151045
2137,1,1,20,2,1,223590
2669,2,1,23,7,1,83830
3783,2,3,4,7,0,368697
1680,2,3,21,9,1,548041
3737,3,3,21,9,1,528486
3489,1,2,1,9,2,212550
697,5,1,15,6,0,127918
3815,5,1,17,8,0,352272
2503,2,1,14,9,1,637538
1034,1,3,19,7,1,282191
1236,1,3,34,4,1,692065
4350,1,3,6,4,0,359270
3757,4,3,6,6,2,690904
1187,4,4,5,4,0,631087
943,2,3,7,7,2,285300
1917,1,2,33,8,1,511464
2579,1,4,13,8,0,355051
1170,5,4,1,8,2,67644
4321,5,3,13,2,0,356727
1210,2,1,27,2,2,114560
2327,1,3,7,2,2,555821
2890,2,1,3,2,0,432778
2454,5,3,25,4,1,689877
3208,5,3,33,5,0,364132
1559,4,1,17,4,1,463662
2679,2,1,14,5,2,345306
3038,2,1,23,4,2,205222
2924,1,1,24,7,0,155373
1131,1,2,29,1,0,570323
1777,4,1,27,1,1,579399
3030,3,3,23,2,1,620291
1691,3,3,31,1,0,111746
2501,3,2,17,3,1,126923
1483,2,1,3,6,1,530961
2861,2,3,5,6,0,716343
2278,5,2,15,1,0,449454
3023,2,3,6,6,2,107114
3391,2,2,10,5,2,681975
2860,2,2,32,7,0,111274
2726,4,4,23,6,2,278411
2349,2,4,17,7,1,312816
3275,1,1,20,2,0,329692
3251,1,4,15,1,2,623909
1381,5,2,22,7,0,317870
4052,4,3,6,9,2,671189
3648,1,3,4,2,0,699711
3327,4,1,23,7,1,149673
2705,4,4,19,3,2,340014
4467,5,1,31,6,0,105738
3697,4,2,3,3,1,127537
1480,2,4,28,5,2,301015
1046,4,1,3,2,2,467972
2713,5,3,14,8,0,379851
2383,5,3,18,8,1,201118
1877,5,1,27,7,0,214724
2591,1,1,10,6,2,377173
1667,2,1,15,1,0,359100
3768,1,2,19,8,0,336030
2177,3,2,9,1,1,408425
1611,2,3,4,8,1,426797
2874,4,2,15,2,2,230020
1373,5,2,8,8,1,695993
3326,3,4,1,4,0,175431
4107,2,2,7,7,2,436371
2414,1,4,31,5,1,142293
3248,5,2,18,8,0,721265
3026,1,3,12,6,0,547517
1801,2,1,30,5,2,440959
2050,2,3,33,1,2,710902
3356,3,2,7,3,1,170580
906,4,1,28,9,1,379627
1378,1,1,3,9,1,622745
3151,3,1,6,5,1,669228
2915,5,4,31,3,2,468724
4257,4,3,15,6,0,603964
607,3,4,7,5,0,410940
3155,1,1,30,1,1,656721
1075,2,3,27,2,2,442170
1920,5,3,17,5,1,454780
2811,1,2,18,9,1,567854
1084,4,4,22,4,2,729230
4268,4,4,26,9,0,336363
3743,2,2,27,3,0,273049
3214,2,4,24,1,1,473096
1504,5,1,8,6,2,180082
1158,5,1,21,7,0,463595
2567,2,4,29,4,0,62948
2885,2,2,21,5,2,572377
1727,4,3,3,4,2,620190
1833,2,4,31,3,0,274579
3201,3,3,27,1,1,68969
3475,1,2,27,6,1,647093
1067,2,3,9,5,0,342790
4125,5,2,33,1,1,251638
3939,3,2,33,5,1,115818
3033,5,1,26,6,2,516667
3422,3,1,28,5,2,587966
1447,2,2,31,1,2,580775
3034,1,4,1,5,1,677343
3524,5,1,20,1,2,699974
858,3,2,12,3,2,183439
882,4,3,17,2,0,178189
2249,2,3,15,1,2,720467
2498,1,4,34,4,0,563390
639,2,3,16,2,1,621711
3133,4,3,4,5,2,704303
3576,1,2,8,1,0,182308
2867,4,3,34,1,0,426068
3800,2,3,25,4,0,167416
1614,3,3,15,7,1,427452
3671,2,3,28,2,2,487226
4191,2,2,9,2,1,411079
1212,2,3,2,1,0,317572
3575,5,4,17,5,1,324805
2515,4,1,10,6,1,195870
1287,4,4,9,6,0,475545
4290,4,1,31,2,2,275777
1212,5,4,2,7,2,582845
2907,3,1,24,6,1,309246
3637,2,1,19,8,2,194229
3613,3,1,17,6,0,439075
3013,5,1,10,9,2,546370
2381,4,2,28,2,1,626568
2410,2,4,28,7,0,243217
3191,1,1,1,5,0,173032
3296,1,4,3,1,0,401434
2147,3,3,15,3,1,589497
2530,4,1,10,4,1,645690
3461,1,4,21,2,2,271098
3687,3,2,15,7,1,67645
1752,5,4,23,1,0,360652
1174,3,1,14,3,1,686746
3780,3,3,15,9,1,582349
2510,3,4,10,2,2,423113
1612,2,3,9,5,0,197090
4204,3,2,5,4,2,504124
1269,3,4,25,3,2,217446
868,2,4,26,5,2,171375
3833,2,2,8,6,0,308880
1883,5,2,22,1,2,417752
1523,4,2,25,2,0,311365
1725,1,1,12,1,2,156856
2129,1,1,9,3,2,546315
2358,3,4,10,8,0,435775
2194,5,4,10,8,1,275570
846,3,4,9,4,2,654297
4311,1,3,26,6,1,261275
4466,2,2,27,9,2,675964
2160,4,4,31,7,1,404650
2778,5,2,19,2,1,272549
3000,2,1,6,2,1,154564
2843,4,2,15,3,1,355596
4464,5,3,29,8,1,665017
2539,5,3,5,9,0,153602
1529,1,2,14,3,1,453874
4337,2,3,2,9,0,94064
4053,5,3,23,8,2,749653
3669,5,1,19,5,0,627330
3292,4,4,24,3,1,198864
826,1,3,20,7,0,459820
3348,3,4,27,9,1,238893
4147,1,2,24,6,0,98557
4148,3,2,17,3,2,67420
864,2,3,25,5,1,315023
1995,2,2,31,7,1,709488
4157,5,1,28,8,0,123076
2057,2,3,28,4,0,589396
1245,5,3,22,2,0,676974
2858,1,3,5,2,0,658225
4243,2,2,8,3,0,725357
4048,1,2,28,8,1,327405
2018,1,3,12,1,2,260876
2073,2,4,25,7,0,393664
3590,1,2,15,6,1,571653
1987,2,2,34,2,2,605214
2499,2,3,13,9,2,550614
3104,2,4,8,5,0,256618
3372,3,3,13,2,1,470360
4399,1,2,6,3,1,319831
1849,4,3,32,7,1,716537
1581,2,3,21,7,1,545698
1754,1,3,7,1,1,645240
1187,5,4,26,4,2,462384
1075,2,3,15,6,2,713421
2421,2,2,23,8,2,611321
1585,4,3,15,3,1,108545
3948,3,4,16,3,2,71865
2803,3,1,32,8,2,78936
4431,2,4,18,8,0,662151
1841,1,3,20,8,2,684902
789,5,1,2,1,0,456957
2040,5,3,23,8,1,719199
1580,1,4,30,8,1,341283
2298,2,1,3,2,1,347180
2315,5,1,1,9,1,236344
3193,3,3,22,7,2,275116
640,1,3,29,8,0,118788
2954,4,4,14,2,1,91611
1542,2,3,28,4,1,746469
937,1,1,21,7,0,603769
1937,5,2,32,6,0,560365
1698,2,2,6,7,0,347463
3600,3,4,1,1,0,83728
2926,2,3,21,8,0,483658
3847,2,4,4,7,2,671134
1495,3,2,3,4,0,386921
4333,3,2,30,1,2,203209
2920,2,3,31,8,0,468121
3484,3,1,34,7,0,671597
3267,1,3,19,8,1,518182
2274,3,2,20,1,1,207577
3509,3,1,23,5,1,190225
4454,2,4,25,9,1,305615
1530,1,2,15,5,1,199570
888,4,4,23,3,1,137710
1323,4,1,2,9,0,118456
3540,5,4,15,9,0,286030
2919,3,2,10,4,1,220805
2553,3,3,14,4,1,302254
1689,1,4,27,8,1,688568
1082,4,2,14,7,0,588199
1535,5,2,33,5,1,240177
2895,1,1,1,6,1,133876
755,3,2,34,3,0,227744
1670,4,3,19,6,0,257311
2558,5,3,24,8,2,385948
3101,2,4,4,9,1,646015
2848,4,4,13,3,0,556990
2283,5,4,32,8,2,328584
723,1,4,9,3,0,520776
2648,2,3,16,2,2,203802
1567,5,1,3,5,2,124792
4430,5,4,20,4,1,736740
1454,3,1,10,5,1,705545
1239,4,2,22,6,2,201221
2838,3,2,3,3,1,639302
2202,2,4,11,1,0,98402
3163,5,2,25,4,0,667205
1041,3,1,8,6,2,502773
2544,4,1,9,2,2,420039
2438,2,2,15,2,0,300416
2429,1,4,32,1,0,715603
2790,3,1,3,9,2,706943
3862,2,1,4,3,0,193486
1132,1,3,30,2,0,194928
2874,3,4,13,4,2,656087
1936,2,3,21,6,1,304561
4300,2,2,19,1,0,534551
1548,3,2,22,9,1,706914
3973,2,3,20,9,1,714839
4325,5,4,31,8,0,643237
2619,3,1,10,6,1,625680
1059,2,2,18,4,2,203542
4072,1,4,20,2,0,729132
1150,1,4,18,8,0,742742
992,5,2,11,7,1,552661
2387,3,2,22,4,0,407088
1444,2,4,18,3,0,708340
3878,2,1,34,6,1,533615
2857,1,3,23,1,1,728944
1738,5,2,1,2,0,738751
4408,1,3,10,7,0,407520
1245,1,4,1,3,2,544423
3922,5,3,9,1,2,72097
2866,3,1,31,2,0,439684
3054,2,4,7,9,0,209911
2066,3,1,17,7,2,182202
4274,4,4,18,7,1,563635
1977,4,1,33,8,0,274382
3535,4,4,4,8,2,374132
3205,5,1,23,9,2,109769
3197,1,4,11,2,0,709764
741,3,1,9,8,0,711554
3259,2,4,30,8,2,193541
1100,4,1,8,5,0,465684
1439,3,2,5,5,1,554222
3349,4,3,12,4,0,188237
4218,4,4,1,5,2,456381
2282,2,1,15,2,2,267978
2165,5,2,25,2,0,103251
2646,1,4,18,5,2,369670
2130,5,4,26,3,1,687022
1195,3,4,3,1,0,295368
2504,5,3,22,9,0,613230
880,3,1,26,2,2,629305
1023,3,1,19,2,1,120555
3503,1,4,21,4,0,747569
869,2,4,26,2,2,361509
753,1,4,13,7,0,517297
3261,5,2,24,1,1,85976
2350,3,4,26,2,2,101969
1261,4,3,21,5,0,491541
2567,4,1,18,2,2,509957
682,3,3,15,9,2,599803
4293,1,4,15,4,1,489390
3594,2,2,6,9,1,133663
3546,1,4,31,1,0,349535
2049,3,4,28,1,2,267348
1898,3,4,8,1,2,389225
4384,2,4,29,4,2,379428
2931,5,4,21,9,0,142054
1579,5,1,17,8,1,415734
2820,2,3,24,7,1,138593
3998,5,2,31,1,2,119485
4389,4,4,34,3,0,356176
3734,5,2,2,9,2,602444
3744,5,1,3,9,1,633604
3410,5,3,30,5,2,239859
2259,4,4,8,6,2,153099
1998,5,1,7,6,2,248646
1232,4,1,12,4,1,263333
2131,2,3,19,1,0,706729
1386,1,4,26,5,2,315329
3590,2,3,28,1,1,119235
3659,1,3,15,1,2,375048
997,2,2,14,5,0,489956
1743,1,2,14,5,2,657418
1533,1,3,3,7,0,240626
2060,3,2,29,2,1,722559
2452,1,1,6,6,0,492248
3323,1,3,23,2,0,534626
3583,3,4,28,5,1,745795
3112,5,4,14,4,0,745480
885,5,1,14,5,0,62607
864,3,4,20,2,1,396260
2967,4,4,13,8,0,276396
3320,1,3,27,8,0,475242
4047,1,1,2,6,2,339317
3467,3,3,24,3,0,618550
2736,3,1,29,4,0,631444
2277,4,3,3,1,0,263318
1826,5,3,4,9,1,159124
1420,2,2,2,5,0,704116
2362,5,4,20,8,1,310898
3648,1,1,15,3,1,662052
2981,3,4,32,4,0,450999
2869,4,2,1,4,0,544807
640,5,1,7,8,0,439201
2331,4,2,13,9,0,124314
667,5,4,1,3,0,549904
1587,1,3,14,7,0,473665
2399,2,2,29,9,0,415386
3161,4,2,3,2,1,321270
4308,4,3,24,4,2,90466
4293,2,4,1,3,1,176151
2221,4,2,10,8,0,438739
2255,4,4,13,4,2,410265
3798,5,3,9,9,2,562777
1878,5,1,14,1,0,84279
1294,2,2,10,1,0,333981
3687,1,4,23,4,1,608497
3124,4,3,7,3,2,596508
1685,1,3,2,3,2,719325
3528,2,2,15,2,0,305941
3079,2,1,9,2,0,164304
2293,5,2,17,8,2,218302
2915,4,4,18,1,2,280237
1658,3,3,15,8,0,626208
1378,2,1,18,3,0,383688
4247,4,4,24,2,0,712548
1093,1,2,23,9,1,447678
2185,5,3,12,5,1,153406
2092,1,2,23,5,0,405053
2390,2,1,21,6,1,416835
1260,2,1,26,4,2,561437
1948,1,1,8,7,2,83036
1927,2,1,30,7,0,711283
1899,4,1,34,9,2,387466
2586,2,2,2,6,2,64847
4355,5,1,5,1,2,539466
3660,4,1,31,9,2,635060
2644,3,3,33,9,2,335037
3872,2,1,4,5,1,483787
4116,2,3,6,7,1,595901
2528,5,3,23,1,0,558116
1947,5,3,19,4,2,638121
1658,1,2,8,4,1,122423
1576,1,2,13,5,1,178268
1081,1,4,1,6,1,434386
1327,5,4,6,4,2,583453
3127,1,3,7,6,1,571919
3736,1,2,27,7,0,672357
1631,3,1,15,3,0,244777
3972,1,4,34,9,2,135642
942,2,2,23,8,0,578697
4102,5,1,24,1,1,277002
2047,4,1,15,2,2,531029
2979,3,2,4,2,0,246889
3085,5,4,17,9,2,403128
4259,5,2,31,9,1,400813
2821,2,4,10,9,0,261254
3206,1,3,27,1,1,729068
1126,2,2,6,7,0,721450
2496,1,2,6,3,2,243974
1258,1,4,15,9,0,676458
2673,5,4,4,8,0,676045
1419,1,2,7,3,0,433232
3252,3,1,26,1,2,562799
1005,3,1,31,9,0,140928
2879,3,1,2,1,1,496968
3180,5,3,28,3,2,230719
4490,2,3,13,6,2,288402
2173,4,4,18,6,1,668719
2411,1,3,30,4,2,273559
1104,4,1,11,2,0,328912
4340,2,2,13,6,2,527259
778,2,3,24,5,1,548562
731,5,3,29,6,2,211519
2446,3,1,5,7,1,551973
2078,3,3,19,9,2,603406
2995,2,4,13,7,1,447695
3187,5,2,5,4,2,499815
1371,5,1,14,5,0,70200
2029,1,4,22,6,1,683354
2723,3,1,9,9,1,118704
1178,2,4,26,5,2,375631
3501,4,2,5,5,2,541656
2115,3,2,29,7,2,78435
793,1,4,22,2,0,107897
2607,5,4,3,3,2,181677
1785,2,4,28,2,1,550823
2994,3,4,14,2,2,517092
3598,4,4,14,3,0,240484
1984,1,4,11,6,2,525498
2392,1,2,9,5,2,350628
4255,3,4,6,5,1,491874
1710,4,3,1,2,2,449213
3933,1,2,25,2,0,451692
2861,2,1,16,1,2,508467
4336,1,2,15,3,2,193617
4393,4,1,34,7,1,319249
2536,5,1,17,5,2,155495
3220,5,3,3,7,1,137213
1379,3,4,3,9,1,253447
861,4,4,17,6,2,719022
1329,1,2,1,2,1,436185
882,1,4,7,1,1,636894
4319,5,3,26,1,2,400787
2090,5,2,19,9,2,721880
4051,2,2,30,6,0,476717
961,5,2,14,6,0,506967
4120,2,4,13,4,1,489407
1040,1,4,20,2,1,310565
2740,2,4,26,3,2,719843
2244,2,2,27,3,0,378267
3400,3,2,25,8,0,99887
1466,5,1,9,6,2,274089
2047,2,1,12,7,2,534125
741,1,4,10,9,2,301731
1914,4,2,6,1,2,121055
2055,2,4,34,2,0,284237
3396,5,4,19,9,2,78327
2475,3,1,6,5,2,422167
2447,1,3,2,4,0,524520
2312,3,4,15,1,2,215938
3300,4,3,17,9,0,462382
1300,2,3,16,9,0,156279
1597,2,2,28,4,2,273406
2696,5,2,21,9,2,331186
1925,2,4,8,1,1,575009
1480,1,1,10,5,1,203041
1813,4,1,10,1,0,132739
1759,3,4,10,4,0,385732
1154,4,4,9,5,1,457857
